id,brand,model,version,year,km,sell_price,purchase_price
36058,HONDA,SH,125,2021,10000,   3190.0,
36065,PIAGGIO,BEVERLY,300,2011,21500,   2290.0, 1500.0
36067,BMW,[*AJ*] S,1000 R,2016,20000,  12990.0,
36068,BMW,K,1200 GT,2006,50000,   6490.0,
36075,MACBOR,MONTANA,XR1 125,2020,10000,   2790.0,
36076,YAMAHA,[*AJ*] X-MAX,400 ABS,2020,10000,   5990.0,
36077,HONDA,FORZA,125,2019,10000,   4190.0,
36082,YAMAHA,[*AJ*] NMAX,125cc,2017,20000,   2290.0,
36085,KAWASAKI,ZX,6R,2006,15000,   3790.0, 2200.0
36091,YAMAHA,YZF,R 6,2003,50000,   2590.0,
36094,SUZUKI,BURGMAN,125,2019,20000,   3090.0,
36095,YAMAHA,FZ6,S,2006,80000,   1490.0,
36098,KEEWAY,[*AJ*] RKS,125,2016,10000,   1490.0,
36099,APRILIA,SHIVER,750,2011,10000,   4690.0,
36101,KYMCO,AK,550,2019,7219,   6990.0, 6000.0
36103,KAWASAKI,VN,900 CLASSIC,2010,80000,   3790.0,
36104,KAWASAKI,Z,750,2007,20000,   3790.0,
36108,KAWASAKI,Z,900,2019,10000,   6890.0,
36109,BMW,G,310 GS,2018,10000,   4590.0,
36111,YAMAHA,[*AJ*] MT,09 ABS,2021,10000,   9290.0,
36115,YAMAHA,NMAX,125CC,2021,10000,   2890.0,
36116,KEEWAY,SUPERLIGHT,125,2016,30000,   1290.0,
36117,BENELLI,502,C,2019,20000,   4690.0,
36118,YAMAHA,MAJESTY,125,2015,15040,   2190.0,  900.0
36120,KYMCO,SUPER DINK,125,2014,7000,   1990.0,  900.0
36121,KAWASAKI,Z,900,2019,20000,   6790.0,
36122,KAWASAKI,VERSYS,1000,2021,10000,  13990.0,
36125,YAMAHA,MT,09,2015,50000,   5190.0,
36126,VESPA,[*AJ*] GTS,250 IE,2007,40000,   1990.0,
36127,KAWASAKI,ZX,6R,2007,50000,   4190.0,
36128,SUZUKI,[*AJ*] GSX-S,1000,2016,20000,   9890.0,
36130,HONDA,X-ADV,750,2020,20000,   9390.0,
36133,TRIUMPH,TIGER,800,2018,20000,   9390.0,
36140,HARLEY DAVIDSON,SOFTAIL,HERYTAGE SOFTAIL CLASSIC,2003,60000,  11590.0,
36153,DUCATI,MONSTER,S2R 800,2005,40000,   3790.0,
36158,DUCATI,SCRAMBLER,FULL THROTTLE,2019,10000,   8290.0,
36160,BMW,K,1200 GT,2007,60000,   5890.0,
36167,KAWASAKI,GTR,1400,2011,60000,   6990.0,
36170,KAWASAKI,VULCAN,800 CLASSIC,2002,50000,   3890.0,
36179,SUZUKI,[*AJ*] GSX-S,750,2019,60000,   5990.0,
36181,YAMAHA,T-MAX,530,2017,10000,   9590.0,
36183,BMW,F,650 GS,2011,60000,   5290.0,
36187,KAWASAKI,ELIMINATOR,125,2008,20000,   1790.0,
36194,VESPA,PRIMAVERA,50,2017,10000,   2990.0,
36197,BMW,K,1300 GT,2010,50000,   8590.0,
36198,SYM,JOYMAX,125,2017,20000,   2190.0,
36200,DUCATI,STREETFIGHTER,1100,2010,20000,   8490.0,
36202,KYMCO,GRAND DINK,300,2019,20000,   2790.0,
36225,BMW,C,650 GT,2018,40000,   5690.0,
36228,HONDA,VT,125 SHADOW,2008,50000,   1990.0,
36229,DUCATI,SCRAMBLER,1100,2021,10000,   9690.0,
36232,KAWASAKI,VULCAN,800,2008,40000,   4290.0,
36234,YAMAHA,[*AJ*] X-ENTER,125,2019,20000,   2290.0,
36240,KYMCO,X CITING,400 S,2021,10000,   4190.0,
36242,HARLEY DAVIDSON,SPORTSTER,FORTY EIGHT 1200,2014,55,   9990.0, 6998.0
36244,SUZUKI,[*AJ*] GSR,600,2007,30000,   2890.0,
36251,BMW,R,1200 GS,2006,10000,   9190.0, 7500.0
36259,YAMAHA,TENERE,700,2020,5900,   8990.0, 8700.0
36260,KTM,RC,125,2017,10000,   3590.0,
36262,YAMAHA,X-MAX,125,2019,10000,   3990.0,
36264,BENELLI,BN,125,2021,10000,   2390.0,
36265,KYMCO,AGILITY,125,2014,20000,   1390.0,
36266,KYMCO,GRAND DINK,125,2017,20000,   2490.0,
36271,PEUGEOT,TWEET,50,2016,15600,   1490.0,  400.0
36276,PIAGGIO,MP3,300,2013,30000,   3990.0,
36277,TRIUMPH,[*AJ*] STREET,TRIPLE,2015,40000,   4690.0,
36287,YAMAHA,T-MAX,500,2006,80000,   2490.0,
36295,KYMCO,SUPER DINK,125,2014,50000,   1490.0,
36310,BMW,F,800 GS,2015,80000,   6890.0,
36317,YAMAHA,T-MAX,500,2007,80000,   1890.0,
36321,KEEWAY,SUPERLIGHT,125,2018,10000,   1990.0,
36328,HONDA,CBR,125 R,2006,40000,   1190.0,
36330,YAMAHA,X-MAX,125,2009,20000,   1990.0,
36335,MACBOR,SHIFTER,125,2019,10000,   2090.0,
36336,BENELLI,TNT,125,2018,10000,   1790.0,
36348,HONDA,DN,01,2010,50000,   4990.0,
36356,BMW,R,850 R,2006,50000,   3990.0,
36364,SUZUKI,VANVAN,125,2015,20000,   3590.0,
36372,SUZUKI,GSX,R 600,2008,24900,   5590.0, 4000.0
36373,SYM,JOYMAX,300,2015,20000,   2590.0,
36377,HONDA,NC,700 S,2013,80000,   3190.0,
36378,DUCATI,MONSTER,600,1999,20000,   2490.0,
36379,MACBOR,EIGHT MILE,125,2019,5442,   2590.0, 1100.0
36394,YAMAHA,MT,125,2016,50000,   2090.0,
36396,HONDA,NC,750X,2021,10000,   7290.0,
36399,HONDA,FORZA,125,2018,20000,   3790.0,
36400,SUZUKI,BURGMAN,125,2011,40000,   1390.0,
36401,KTM,DUKE,125,2021,10000,   4290.0,
36408,YAMAHA,MT,03,2007,25000,   2590.0, 1700.0
36412,HONDA,TRANSALP,XL650V,2004,62200,   3190.0, 1300.0
36419,HONDA,CBF,125,2015,10000,   1890.0,
36425,DAELIM,S3,125 FI,2017,18759,   2190.0,  850.0
36427,KAWASAKI,Z,750,2008,20000,   3890.0,
36434,SYM,JOYRIDE,125 EVO,2017,20000,   1690.0,
36435,KAWASAKI,ER,6N,2010,41200,   2990.0, 1700.0
36438,PIAGGIO,MP3,500,2018,10000,   6690.0,
36439,KTM,ADVENTURE,1190,2016,71746,   9190.0, 7400.0
36442,KAWASAKI,Z,900RS,2020,10000,   9990.0,
36444,SYM,JET,125,2019,20000,   1790.0,
36460,KAWASAKI,ER,6N,2006,40000,   2290.0,
36469,MV AGUSTA,BRUTALE,990 R,2006,30000,   6490.0,
36478,SUZUKI,GSR,600,2008,28553,   2990.0, 1500.0
36479,KTM,DUKE,125,2019,10000,   3890.0,
36488,HONDA,PCX,125,2010,40000,   1490.0,
36489,BMW,R,1250 RS,2019,10000,  15990.0,
36490,YAMAHA,FZ1,S,2008,50000,   4290.0, 3200.0
36497,BMW,R,1250 GS ADVENTURE,2021,10000,  19590.0,
36500,HARLEY DAVIDSON,SOFTAIL,CUSTOM,2007,40000,  12990.0,
36506,KTM,DUKE,125,2017,20000,   3990.0,
36516,KAWASAKI,NINJA,250,2008,40000,   1790.0,
36526,KAWASAKI,Z,900,2018,30717,   6490.0, 5100.0
36527,YAMAHA,T-MAX,530,2016,30000,   7890.0,
36529,YAMAHA,T-MAX,530,2017,10000,   8990.0,
36537,SUZUKI,BANDIT,650 S,2007,80000,   1890.0,
36538,YAMAHA,XSR,700,2018,40000,   5490.0,
36554,KYMCO,SUPERDINK,125,2011,39621,   1790.0,  750.0
36555,HONDA,CB,500 F,2019,10000,   4990.0,
36557,SUZUKI,V-STROM,650,2006,80000,   2990.0,
36569,BMW,R,1200 GS,2016,20000,  14590.0,
36570,KAWASAKI,KX,450 F,2014,10000,   3490.0,
36583,TRIUMPH,STREET,TWIN,2016,20000,   6990.0,
36585,YAMAHA,FZ6,N,2006,20000,   2890.0,
36586,Rieju,Century,125,2018,10000,   2790.0,
36589,YAMAHA,T-MAX,500,2007,40000,   3990.0,
36590,PIAGGIO,MP3,500,2018,10000,   6790.0,
36592,SUZUKI,V-STROM,650,2019,20000,   7190.0,
36598,YAMAHA,T-MAX,530,2016,30000,   7990.0,
36606,DUCATI,[*AJ*] MONSTER,696+,2008,30000,   3990.0,
36610,HONDA,FORZA,250,2009,20000,   2490.0,
36615,HONDA,SILVER WING,400,2009,30000,   3190.0,
36619,YAMAHA,YZF,R 6,2005,20000,   3990.0,
36621,KYMCO,GRAND DINK,125,2019,10000,   2990.0,
36622,KAWASAKI,Z,900,2018,10000,   6790.0,
36623,DUCATI,SCRAMBLER,1100,2018,9000,   9990.0, 8000.0
36634,PIAGGIO,BEVERLY,300,2017,20000,   2390.0,
36650,HONDA,[*AJ*] FORZA,125,2017,10000,   3790.0,
36651,PIAGGIO,LIBERTY,125,2021,10000,   1890.0,
36655,YAMAHA,NMAX,125CC,2020,10000,   2490.0,
36677,Suzuki,Gsx,600F,2001,40000,   2190.0,
36689,SUZUKI,GS,500,2005,60000,   1590.0,
36696,SUZUKI,V-STROM,650,2018,40000,   6790.0,
36704,BMW,R,1200 R,2019,50000,   9990.0,
36705,SUZUKI,V-STROM,650,2020,20000,   7190.0,
36709,TRIUMPH,STREET,TRIPLE,2010,40000,   3790.0,
36710,YAMAHA,XVS,1100 DRAG STAR,2007,30000,   4590.0,
36716,KAWASAKI,Z,250,2016,20000,   2490.0,
36719,KAWASAKI,ER,6N,2017,20000,   4290.0,
36735,BMW,R,1200 GS,2010,60000,   9590.0,
36737,KAWASAKI,[*AJ*] ER,6F,2011,60000,   3290.0,
36740,Zontes,V310,V310,2021,10000,   3990.0,
36741,BMW,F,800 R,2012,60000,   3991.0,
36744,BMW,R,1200 RT 110 CV,2009,50000,   7990.0,
36745,KAWASAKI,ER,6N,2012,60000,   3390.0,
36747,KAWASAKI,ER,6N,2010,40000,   2990.0,
36764,YAMAHA,X-MAX,250,2015,30000,   3490.0, 2500.0
36768,KAWASAKI,Z,800,2013,40000,   5790.0,
36770,YAMAHA,T-MAX,530,2019,10000,   9490.0,
36771,MITT,Legend 301,301,2021,10000,   2690.0,
36772,KEEWAY,SUPERLIGHT,125,2019,10000,   1890.0,
36775,BMW,F,800 R,2019,20000,   6590.0,
36777,HONDA,SH,300,2015,50000,   2290.0,
36781,BMW,R,1200 GS,2004,80000,   3990.0,
36782,BMW,R,NINET RACER,2017,20000,   9890.0, 8800.0
36785,BENELLI,TRK,502,2019,10000,   5490.0,
36787,SUZUKI,INAZUMA,250,2015,750,   3190.0, 2000.0
36793,HONDA,VISION,110,2018,10000,   1890.0,
36795,Zontes,R310,1,2021,10000,   3390.0,
36799,VESPA,LX,125,2010,40000,   1590.0,
36803,YAMAHA,YZF,R3,2019,11225,   5590.0, 4500.0
36804,YAMAHA,[*AJ*] TRICITY,125 ABS,2020,30000,   2990.0,
36806,PIAGGIO,MP3,500,2018,40000,   5690.0,
36813,Rieju,Century,125,2019,20000,   2390.0,
36815,KAWASAKI,ER,6N,2016,40000,   4190.0, 2800.0
36820,HONDA,CBF,500,2004,50000,   2290.0, 1000.0
36824,APRILIA,RS,125,1999,40000,   1990.0,
36828,APRILIA,SHIVER,750,2010,60000,   2990.0,
36831,KYMCO,AGILITY,125,2017,10807,   1590.0, 1000.0
36833,SYM,MAXSYM,400,2012,20000,   3290.0, 2200.0
36834,HONDA,CBR,1000 RR FIREBLADE,2004,50000,   4990.0,
36840,YAMAHA,YZF,R 125,2009,10000,   2490.0,
36843,MOTO GUZZI,V 7,CAF,2021,10000,   8190.0,
36848,DUCATI,SCRAMBLER,ICON,2019,10000,   6190.0,
36853,SYM,JET,50,2021,10000,   1890.0,
36855,KYMCO,GRAND DINK,300,2021,10000,   3590.0,
36859,YAMAHA,X-MAX,125,2020,12000,   4090.0, 3000.0
36865,YAMAHA,TRICITY,300,2021,10000,   7490.0,
36870,KTM,DUKE,125,2016,40000,   2590.0,
36874,DUCATI,MONSTER,821,2019,10000,   8290.0,
36879,KTM,EXC,250,2005,20000,   2990.0,
36885,YAMAHA,XVS,950 MIDNIGHT STAR,2009,50000,   5390.0,
36886,KAWASAKI,ER,6N,2016,523,   5290.0, 3800.0
36890,HONDA,CB,500 X,2014,45468,   3890.0, 2900.0
36891,KYMCO,K-XCT,300,2012,30000,   2290.0,
36892,HARLEY DAVIDSON,TOURING,ELECTRA GILDE ULTRA CLASSIC,2001,80000,   9290.0,
36899,KYMCO,SUPER DINK,125,2016,10000,   2290.0,
36914,SUZUKI,GSX,R 600,2007,30000,   4290.0,
36918,SYM,JOYMAX,300,2017,10000,   3690.0,
36921,HONDA,NT,700,2006,60000,   3290.0,
36923,KAWASAKI,Z,650,2017,40000,   4290.0,
36926,KAWASAKI,Z,750,2006,30000,   3190.0,
36933,KYMCO,GRAND DINK,300,2016,30000,   2590.0,
36934,KAWASAKI,Z,750,2008,50000,   2790.0,
36938,SUZUKI,GSR,600,2007,30000,   3290.0,
36945,YAMAHA,X-MAX,125,2019,10000,   3990.0,
36946,DUCATI,MONSTER,620,2002,40600,   2590.0, 1000.0
36947,HONDA,TRANSALP,XL 650 V,2008,67500,   4190.0, 1200.0
36950,SUZUKI,GSR,750,2011,40000,   4590.0,
36959,SYM,FIDLE II,125,2019,10000,   1890.0,
36960,MOTO GUZZI,V 7,CLASSIC,2019,40000,   4990.0,
36961,YAMAHA,[*AJ*] XV,250 VIRAGO,1997,60000,   1590.0,
36962,HARLEY DAVIDSON,DYNA,SUPER GILDE CUSTOM,2007,80000,   7990.0,
36967,Zontes,G1x,125,2021,10000,   3290.0,
36968,YAMAHA,XV,950,2021,4000,   8190.0, 6600.0
36975,Ktm,Ktm freeride,Ktm 250R freeride,2015,10000,   3990.0,
36980,BMW,[*AJ*] K,1200 S,2006,80000,   3990.0,
36981,KTM,SMC,690 R,2015,44735,   6890.0, 4200.0
36983,SUZUKI,MARAUDER,250,2017,20000,   1590.0,
36984,HONDA,CBF,125,2021,10000,   2490.0,
36988,KTM,EXC,450 SIX DAYS,2015,10000,   6490.0,
36990,YAMAHA,X-MAX,400,2016,30000,   4190.0,
36995,HARLEY DAVIDSON,SPORTSTER,1200 CUSTOM,2008,20000,   7890.0,
36997,KYMCO,X CITING,400 S,2014,50000,   2390.0,
37002,Hanway,FURIUS,125,2020,10000,   2590.0,
37003,KAWASAKI,VN,900 CLASSIC,2009,17763,   5390.0, 4200.0
37005,KYMCO,SUPER DINK,125,2014,10000,   2290.0,
37008,YAMAHA,FZ6,S,2005,50000,   2590.0,
37018,HARLEY DAVIDSON,SPORTSTER,883 CUSTOM,2002,30000,   4290.0,
37020,KAWASAKI,ZX,10R,2017,26638,  10490.0,12700.0
37021,YAMAHA,FZ1,N,2005,60000,   3990.0, 2600.0
37026,BMW,K,1200 R,2006,63000,   3990.0, 3000.0
37028,YAMAHA,FZ6,S,2004,80000,   2290.0,
37029,KEEWAY,RKF,125,2021,10000,   1990.0,
37031,YAMAHA,FZ6,S,2005,50000,   2390.0,
37032,KAWASAKI,NINJA,ZX 6R,2008,30000,   4590.0,
37034,SUZUKI,BURGMAN,400,2014,50000,   3490.0,
37041,MASH,SEVENTY FIVE,125,2022,10000,   2190.0,
37042,KAWASAKI,Z,1000 SX,2018,30000,  10490.0,
37044,YAMAHA,T-MAX,530,2012,50000,   6490.0,
37045,TRIUMPH,DAYTONA,600,2000,40000,   2490.0,
37053,SUZUKI,BURGMAN,125,2012,40000,   1390.0,
37055,YAMAHA,MT,07,2019,10000,   5690.0,
37059,MV AGUSTA,[*AJ*] BRUTALE,910 S,2008,30000,   4990.0,
37061,KYMCO,AGILITY,125,2020,10000,   1890.0,
37063,KYMCO,GRAND DINK,125,2018,20000,   2690.0,
37069,YAMAHA,YZF,R 6,2006,50000,   2990.0,
37075,BMW,F,800 GT,2016,16500,   7490.0, 6000.0
37082,KTM,[*AJ*] DUKE,390,2017,20000,   3290.0,
37085,YAMAHA,X-MAX,300,2019,20000,   4490.0,
37091,YAMAHA,FZ6,S,2007,40000,   2890.0,
37093,MACBOR,MONTANA,XR3 300,2018,10000,   3190.0,
37098,BENELLI,LEONCINO,250,2019,20000,   2890.0,
37100,HARLEY DAVIDSON,SPORTSTER,883,2007,60000,   5290.0,
37101,BENELLI,BN,251,2021,10000,   2190.0,
37104,HONDA,SH,150,2001,10000,   1190.0,
37107,BMW,S,1000 XR,2022,10000,  22990.0,
37109,KEEWAY,SILVER BLADE,125,2018,10000,   1290.0,
37118,PIAGGIO,X9 250 EVOLUTION,X9 250 EVOLUTION,2005,29307,   1790.0,  600.0
37119,YAMAHA,TRICITY,125,2017,20000,   2790.0,
37125,KYMCO,[*AJ*] SUPER DINK,125 I ABS,2012,40000,   1490.0,
37128,Leonart,Heritage,125,2018,10000,   2390.0,
37129,YAMAHA,[*AJ*] T-MAX,500,2008,48000,   4990.0, 3750.0
37131,SUZUKI,GLADIUS,650,2013,50000,   3490.0,
37134,YAMAHA,T-MAX,500,2004,80000,   2990.0,
37146,SYM,SYMPHONY,125,2008,10000,   1490.0,
37148,KAWASAKI,[*AJ*] ZX,6R,2007,60000,   3190.0,
37155,Aprilia,Sr max,125,2016,20000,   2390.0,
37156,KAWASAKI,Z,650,2021,10000,   6490.0,
37158,HARLEY DAVIDSON,SPORTSTER,FORTY EIGHT 1200,2015,60000,  10290.0,
37164,SUZUKI,GSR,600,2007,50000,   2790.0,
37171,YAMAHA,YBR,125,2013,10000,   1790.0,
37172,BMW,S,1000 R,2015,50000,   8790.0,
37180,KAWASAKI,Z,750,2007,40000,   3590.0,
37184,BMW,C,650 GT,2019,20000,   7790.0,
37190,BMW,K,1200 R,2007,40000,   4990.0,
37194,GILERA,NEXUS,300,2010,20000,   2190.0,
37197,Brixton,Cromwel 125,.,2020,10000,   2190.0,
37198,DUCATI,MONSTER,696,2009,50000,   3990.0,
37203,BMW,F,800 GS,2017,40000,   8190.0,
37212,HARLEY DAVIDSON,SPORTSTER,1200 CUSTOM,2004,10000,   7790.0,
37216,YAMAHA,XSR,900,2020,10000,   8490.0,
37217,KTM,EXC,350 F,2017,10000,   6290.0,
37221,YAMAHA,T-MAX,530,2018,20000,   9090.0,
37234,kawasaki,[*AJ*] ninja,400,2018,20000,   4690.0,
37242,YAMAHA,MT,07,2017,20000,   4790.0,
37244,HONDA,SH,125,2016,10000,   2690.0,
37251,HONDA,CBR,600 RR,2006,60000,   3790.0,
37257,TRIUMPH,TROPHY,TROPHY,1998,40000,   3590.0, 1500.0
37259,YAMAHA,FZ6,S,2000,50000,   2190.0,
37264,YAMAHA,TRACER,700,2017,20000,   6190.0,
37276,Yamaha,Drag star,1100 clasic,2007,40000,   4490.0,
37279,SUZUKI,GSX,R 600,2005,50000,   3190.0,
37280,YAMAHA,[*AJ*] T-MAX,530 ABS,2017,20000,   8490.0,
37281,HARLEY DAVIDSON,SPORTSTER,1200 SPORT,2019,10000,  12990.0,
37283,HONDA,SH,125,2009,30000,   1390.0,
37284,SYM,SYMPHONY,125,2013,10000,   1390.0,
37285,YAMAHA,FZ6,S,2008,74135,   2390.0, 1300.0
37291,YAMAHA,T-MAX,530,2019,20000,   8690.0,
37293,HONDA,[*AJ*] X-ADV,750,2019,10000,   8690.0,
37294,KYMCO,[*AJ*] AK,550,2019,10000,   6890.0,
37301,SUZUKI,BURGMAN,200,2015,10000,   2390.0,
37312,YAMAHA,T-MAX,530,2012,50000,   6190.0,
37313,HONDA,VARADERO,XL 1000V,1999,60000,   2590.0,
37314,DUCATI,MULTIESTRADA,1100,2008,40000,   4590.0,
37319,HONDA,CBF,500,2019,20000,   4990.0,
37333,YAMAHA,XJR,1300,2017,10000,   7790.0,
37339,Kawasaki,Vulcan,Vn 900 classic,2008,40000,   4190.0,
37349,KAWASAKI,VULCAN,EN 500,1994,50000,   1890.0,
37350,BMW,S,1000 R,2020,10000,  14490.0,
37357,KTM,DUKE,125,2016,20000,   2790.0,
37366,KAWASAKI,Z,750,2007,50000,   3590.0,
37367,SUZUKI,BANDIT,650,2007,50000,   2590.0,
37369,SYM,SYMPHONY,125,2019,10000,   1890.0,
37385,HONDA,CBR,600 RR,2005,40000,   3990.0,
37386,KAWASAKI,ER,6F,2009,40000,   2790.0,
37393,HARLEY DAVIDSON,STREET GLIDE,SPECIAL,2016,78125,  22590.0,18500.0
37401,SUZUKI,INTRUDER,C 800 VOLUSIA,2002,40510,   4990.0, 2750.0
37404,HONDA,FORZA,300,2019,10000,   4490.0,
37406,Yamaha,Xmax,125,2019,10000,   4290.0,
37407,YAMAHA,TENERE,700,2020,10000,   9990.0,
37411,HARLEY DAVIDSON,VRSC,STREET ROD,2007,40000,   9690.0,
37429,Harley Davidson,Street 750,ABS,2018,20000,   6390.0,
37430,KYMCO,GRAND DINK,300,2018,20000,   2690.0,
37438,KYMCO,SUPER DINK,125,2020,10000,   3090.0,
37440,YAMAHA,T-MAX,530,2013,30000,   6590.0,
37442,BMW,R,1200 GS ADVENTURE,2008,50000,  10190.0,
37443,SYM,JET,50,2021,10000,   2090.0,
37447,DUCATI,MONSTER,696,2009,40000,   4190.0,
37449,HONDA,CB,600 F HORNET,2008,40000,   2890.0,
37450,Kawasaki,Ninja h2 sx,Se,2021,10000,  19990.0,
37452,BMW,F,800 GS,2011,80000,   4790.0,
37456,YAMAHA,X-MAX,300,2018,10000,   4390.0,
37458,KYMCO,SUPER DINK,125,2016,10000,   2390.0,
37461,DUCATI,MONSTER,750 DARK,1999,30000,   1990.0,
37463,KAWASAKI,[*AJ*] Z,900,2019,20000,   6890.0,
37466,PIAGGIO,MEDLEY,125,2021,10000,   2990.0,
37470,HONDA,[*AJ*] PCX,125,2011,40000,   1690.0,
37473,BMW,G,650 GS,2009,30000,   3790.0,
37482,KAWASAKI,Z,900,2020,10000,   7190.0,
37483,KAWASAKI,GTR,1400,2007,80000,   6190.0,
37484,Mitt,Custom,125cc,2021,10000,   3290.0,
37485,YAMAHA,NMAX,125CC,2016,20000,   2090.0,
37490,KAWASAKI,Z,900RS,2018,40000,   8590.0, 7500.0
37493,SUZUKI,INTRUDER,C 800 VOLUSIA,2007,10000,   5790.0,
37495,SUZUKI,GSR,750,2011,40000,   4690.0,
37496,HONDA,CB,600 F HORNET,2005,30000,   3190.0,
37498,MITT,400 GPR,SUPER,2021,10000,   3790.0,
37503,SYM,JOYMAX,125,2021,5040,   3990.0, 3100.0
37506,DAELIM,DAYSTAR,125 FI,2015,10000,   1990.0,
37508,SYM,CRUISYM,125,2021,10000,   3790.0,
37516,BMW,F,800 GS ADVENTURE,2014,80000,   6990.0,
37517,YAMAHA,TRICITY,125,2018,10000,   2990.0,
37525,YAMAHA,FZ8,S,2011,52000,   4990.0, 2500.0
37526,PEUGEOT,TWEET,125,2017,20000,   1390.0,
37535,APRILIA,RS,660,2021,10000,   9790.0,
37537,YAMAHA,MT,125,2014,30000,   2790.0, 1500.0
37538,YAMAHA,FZ6,S,2008,28358,   2990.0, 1800.0
37543,TRIUMPH,THRUXTON,THRUXTON,2016,30000,   7190.0,
37550,HONDA,CBF,600 S,2005,60000,  24790.0,
37551,DUCATI,MULTIESTRADA,1200,2011,30000,  12190.0,
37558,SUZUKI,MARAUDER,250,2008,30000,   1290.0,
37560,SYM,CRUISYM,125IABS,2020,3000,   3390.0, 2000.0
37563,KAWASAKI,Z,800,2016,20000,   5890.0,
37573,YAMAHA,[*AJ*] TRACER,700,2016,20000,   5890.0,
37581,HONDA,REBEL,500,2019,10000,   5890.0,
37583,YAMAHA,X-MAX,125,2019,1000,   4690.0, 3500.0
37584,YAMAHA,YS,125,2020,10000,   2290.0, 1500.0
37588,PIAGGIO,BEVERLY,350,2018,17232,   3790.0, 2498.0
37589,YAMAHA,T-MAX,500,2008,40000,   4890.0,
37592,TRIUMPH,DAYTONA,600,2004,40000,   2490.0,
37596,YAMAHA,MT,125,2016,20000,   3190.0,
37598,DUCATI,MONSTER,620,2005,30000,   3190.0,
37601,YAMAHA,X-MAX,250,2009,30000,   1890.0,
37602,HONDA,CBF,600 N,2009,40000,   3190.0,
37605,BMW,R,1200 GS,2012,50000,  10590.0,
37608,BMW,F,800 R,2010,40000,   4290.0,
37621,HONDA,CB,500 X,2015,30000,   4290.0,
37625,BMW,R,NINET RACER,2017,20000,   9490.0,
37626,KAWASAKI,VERSYS,650,2007,80000,   2890.0,
37634,HONDA,CB,600 F HORNET,2005,60000,   2290.0,
37637,MOTO GUZZI,V 7,CAF,2015,10000,   5590.0,
37642,SUZUKI,V-STROM,650,2007,80000,   2790.0,
37648,HONDA,CBR,1100XX,2000,40000,   5190.0,
37660,KAWASAKI,Z,800,2014,20000,   5690.0,
37661,Bmw,650,GS,2009,31877,   5290.0, 4000.0
37663,SUZUKI,BURGMAN,200,2014,30000,   1990.0,
37666,BMW,R,NINET RACER,2019,20000,   9490.0,
37667,SYM,JOYMAX,125,2014,20000,   2090.0,
37669,KYMCO,SUPER DINK,125,2021,10000,   3390.0,
37677,YAMAHA,YZF,R 125,2008,40000,   2190.0,
37678,SUZUKI,V-STROM,250,2018,10000,   3990.0,
37680,YAMAHA,X-MAX,300,2021,10000,   5790.0,
37684,Kymco,Superdink,300i,2014,30000,   2290.0,
37693,HONDA,FORZA,125,2019,40000,   3290.0,
37708,Hyosung,St7,Pro,2016,20000,   3190.0,
37715,BMW,K,1600 GT,2016,40000,  15390.0,
37718,KAWASAKI,NINJA,ZX10RABS,2014,27850,  10290.0, 9000.0
37723,SUZUKI,SV,650,2001,30000,   1990.0,
37726,BMW,R,1200 RT 110 CV,2005,60000,   7290.0,
37737,MONDIAL,PAGANI,125,2020,10000,   1790.0,
37743,Mitt,Mitt,GP límited carbono,2022,10000,   2990.0,
37748,Vespa,Elettrica,2,2020,10000,   4990.0,
37750,HONDA,DEAUVILLE,NT 700,2008,20000,   4490.0,
37757,KAWASAKI,ER,6N,2016,20000,   4590.0,
37760,HONDA,X-ADV,750,2017,9450,   8490.0, 7500.0
37773,Um,Renegade comando,125 cc,2018,9500,   1890.0, 1000.0
37778,YAMAHA,XVS,250 DRAG STAR,2001,20000,   1990.0,
37781,HONDA,SILVER WING,600,2009,50000,   2790.0,
37783,SUZUKI,SV,650,2005,40000,   2590.0,
37784,PEUGEOT,DJANGO,125,2019,3150,   2190.0, 1400.0
37788,KYMCO,AGILITY,50,2012,10000,   1890.0,
37799,YAMAHA,YZF,R 125,2009,20000,   2590.0,
37803,BMW,R,1200 RT 110 CV,2010,80000,   5990.0,
37804,HARLEY DAVIDSON,DYNA,SUPER GLIDE 1500,1960,10000,   2790.0,
37806,KYMCO,K-XCT,300,2014,30000,   2390.0,
37808,YAMAHA,X-MAX,400,2017,40000,   4190.0,
37810,PIAGGIO,BEVERLY,350,2014,40000,   2390.0,
37811,KAWASAKI,VULCAN,800 CLASSIC,2006,20000,   3990.0,
37816,KEEWAY,RKS,125,2018,3497,   1890.0, 1100.0
37828,HONDA,CBR,600 RR,2008,50000,   4890.0,
37832,YAMAHA,YBR,125,2016,10778,   1690.0,  850.0
37833,HARLEY DAVIDSON,SPORTSTER,883 R,2005,30000,   6490.0,
37836,YAMAHA,FZ6,N,2007,40000,   2990.0,
37839,YAMAHA,BT,1100 BULLDOG,2005,50000,   3490.0,
37844,PIAGGIO,LIBERTY,125,2015,10000,   1490.0,
37846,HONDA,DEAUVILLE,NT 700,2007,40000,   3990.0,
37847,HARLEY DAVIDSON,SPORTSTER,883 LOW,2005,60000,   4990.0,
37850,SUZUKI,BURGMAN,125,2011,60000,   1190.0,
37861,KAWASAKI,Z,750,2010,30000,   3890.0,
37867,HONDA,CB,600 F HORNET,2008,40000,   2990.0,
37873,HARLEY DAVIDSON,SPORTSTER,883 LOW,2012,20000,   7290.0,
